Id,SalePrice
1616,65775.734
1617,97198.97
1618,114186.695
1619,144397.17
1620,163958.47
1621,126709.11
1622,143338.78
1623,301146.84
1624,207239.44
1625,134133.83
1626,164321.23
1627,184198.39
1628,302669.3
1629,187603.1
1630,419294.78
1631,217835.66
1632,242671.31
1633,172721.58
1634,173282.7
1635,178660.22
1636,146769.95
1637,194949.56
1638,224616.95
1639,185606.06
1640,262544.44
1641,182892.8
1642,212865.75
1643,219476.67
1644,222663.95
1645,199739.86
1646,156947.88
1647,178273.69
1648,124769.766
1649,130647.7
1650,115853.625
1651,125686.85
1652,97509.6
1653,95029.19
1654,142124.97
1655,157411.67
1656,143188.31
1657,138554.44
1658,141886.12
1659,146112.05
1660,162540.02
1661,469951.5
1662,428726.75
1663,430517.2
1664,502266.16
1665,337821.62
1666,356282.8
1667,407631.28
1668,342182.03
1669,308373.56
1670,375589.1
1671,256717.77
1672,490931.0
1673,298032.7
1674,247141.08
1675,175385.27
1676,178699.28
1677,205155.33
1678,490231.47
1679,383815.12
1680,340446.25
1681,283319.75
1682,301780.28
1683,178844.92
1684,192445.7
1685,177706.16
1686,175472.64
1687,169190.64
1688,188358.03
1689,193426.81
1690,200577.9
1691,181041.39
1692,294145.22
1693,170445.33
1694,182093.98
1695,170691.73
1696,286224.66
1697,178662.72
1698,393130.12
1699,331608.56
1700,235527.45
1701,296143.84
1702,284072.53
1703,263011.34
1704,300425.22
1705,249877.55
1706,533301.2
1707,226970.62
1708,212264.86
1709,299196.12
1710,221232.44
1711,266454.47
1712,269924.5
1713,270933.25
1714,214744.28
1715,200257.22
1716,199633.16
1717,171937.12
1718,126393.42
1719,198489.52
1720,248351.83
1721,177558.8
1722,134213.5
1723,154106.7
1724,220779.58
1725,239309.4
1726,169749.77
1727,147174.92
1728,185066.17
1729,165689.89
1730,175525.11
1731,111819.79
1732,126275.23
1733,120221.95
1734,122254.14
1735,136476.3
1736,107758.164
1737,376214.5
1738,226334.75
1739,303894.2
1740,210974.28
1741,195098.53
1742,160815.6
1743,174065.45
1744,298546.12
1745,226082.6
1746,236892.83
1747,235129.22
1748,226063.61
1749,149512.89
1750,139627.55
1751,255939.66
1752,119901.01
1753,146508.08
1754,217175.81
1755,166188.28
1756,123057.97
1757,116735.375
1758,145600.88
1759,160213.48
1760,159659.19
1761,139068.25
1762,182053.6
1763,182893.58
1764,118099.87
1765,186495.6
1766,184489.66
1767,232230.14
1768,142868.06
1769,188639.19
1770,145040.66
1771,135744.31
1772,132068.75
1773,127450.82
1774,148056.48
1775,133753.38
1776,125500.77
1777,109980.336
1778,133956.55
1779,110688.21
1780,198525.84
1781,135204.22
1782,93749.35
1783,136910.23
1784,92400.16
1785,119082.06
1786,157902.44
1787,144239.94
1788,57025.74
1789,108940.305
1790,77049.336
1791,240761.4
1792,150378.58
1793,145030.81
1794,144263.45
1795,128886.28
1796,122455.46
1797,117295.02
1798,116602.56
1799,101478.125
1800,125518.02
1801,138830.86
1802,146421.47
1803,150849.33
1804,142316.1
1805,142242.53
1806,114786.195
1807,145648.48
1808,133461.31
1809,118038.87
1810,132521.4
1811,96927.75
1812,89278.09
1813,113815.84
1814,92819.28
1815,47599.695
1816,87913.055
1817,103303.43
1818,159766.47
1819,135490.44
1820,53321.59
1821,113944.78
1822,150795.31
1823,37587.215
1824,130969.586
1825,120129.805
1826,96116.805
1827,103054.055
1828,120323.04
1829,126817.37
1830,134772.1
1831,190525.33
1832,99591.625
1833,141152.89
1834,125587.67
1835,151085.8
1836,112872.586
1837,100621.555
1838,124641.15
1839,80600.03
1840,150055.3
1841,139804.89
1842,66221.37
1843,147862.45
1844,133302.84
1845,149898.3
1846,160615.34
1847,166756.1
1848,54957.215
1849,125653.55
1850,116063.125
1851,157720.14
1852,114309.086
1853,125292.48
1854,181273.33
1855,153884.66
1856,223922.0
1857,197197.8
1858,131670.75
1859,117422.44
1860,134460.48
1861,116874.14
1862,388787.53
1863,368404.8
1864,368404.8
1865,335022.38
1866,350723.4
1867,263365.47
1868,334841.53
1869,195337.36
1870,255236.75
1871,264307.62
1872,179591.6
1873,228571.8
1874,157787.19
1875,218260.31
1876,195755.06
1877,214702.86
1878,213782.56
1879,139004.16
1880,133700.66
1881,233568.53
1882,265355.72
1883,189185.67
1884,217247.53
1885,268401.47
1886,318935.78
1887,214783.56
1888,287841.88
1889,177325.28
1890,139387.22
1891,143621.12
1892,96894.06
1893,143750.1
1894,135195.69
1895,153599.1
1896,127583.66
1897,110479.98
1898,108607.65
1899,145644.36
1900,151186.61
1901,167612.66
1902,140679.44
1903,203110.14
1904,136759.28
1905,184345.69
1906,184918.6
1907,202780.58
1908,108075.35
1909,147237.95
1910,128706.984
1911,207285.86
1912,331528.78
1913,147974.8
1914,73008.43
1915,297659.2
1916,74540.52
1917,282880.1
1918,144740.31
1919,166126.64
1920,157919.0
1921,477082.1
1922,346192.28
1923,219560.28
1924,231993.94
1925,221438.58
1926,429004.94
1927,143335.2
1928,163509.3
1929,115872.44
1930,131654.72
1931,137493.66
1932,133409.6
1933,172269.28
1934,180437.53
1935,178530.95
1936,180496.56
1937,181307.69
1938,170676.83
1939,242416.6
1940,200298.61
1941,172445.64
1942,184383.88
1943,207914.98
1944,340448.75
1945,378170.06
1946,179900.1
1947,306139.53
1948,214110.61
1949,234784.6
1950,183573.11
1951,266825.62
1952,236778.02
1953,168102.81
1954,206553.8
1955,123626.625
1956,287732.2
1957,153821.19
1958,317321.53
1959,144511.8
1960,118674.984
1961,103430.21
1962,99519.23
1963,106278.61
1964,103199.33
1965,144162.64
1966,154664.25
1967,273881.9
1968,443706.38
1969,406786.0
1970,469598.9
1971,436542.62
1972,424012.03
1973,282169.47
1974,326806.53
1975,518599.38
1976,272799.97
1977,378906.7
1978,418578.25
1979,341839.28
1980,199317.72
1981,357872.22
1982,220018.23
1983,207992.44
1984,167477.6
1985,207606.66
1986,202747.16
1987,176218.47
1988,172137.39
1989,186695.06
1990,217016.4
1991,218227.92
1992,217676.58
1993,175777.38
1994,250129.05
1995,190861.92
1996,253162.39
1997,340794.84
1998,383397.47
1999,251529.58
2000,321300.66
2001,255439.81
2002,247566.3
2003,254541.31
2004,271427.34
2005,252837.36
2006,219814.58
2007,254332.69
2008,196087.95
2009,178971.55
2010,201208.08
2011,155840.92
2012,182296.62
2013,180400.7
2014,181959.94
2015,209917.83
2016,182886.98
2017,199709.28
2018,124480.66
2019,131900.19
2020,106781.47
2021,109166.53
2022,193846.58
2023,130248.15
2024,226173.55
2025,385612.03
2026,175459.27
2027,151875.31
2028,168860.62
2029,154541.25
2030,275491.53
2031,255005.12
2032,269959.5
2033,276513.25
2034,171284.77
2035,216356.75
2036,186959.97
2037,190804.2
2038,306056.28
2039,235009.94
2040,353831.03
2041,267544.84
2042,194795.0
2043,175738.86
2044,179215.22
2045,217023.08
2046,142151.55
2047,154644.3
2048,131582.69
2049,151014.88
2050,193039.88
2051,98531.086
2052,124857.38
2053,158104.02
2054,92741.336
2055,162361.2
2056,136849.48
2057,118320.86
2058,223801.08
2059,133260.22
2060,157836.95
2061,184791.62
2062,130487.52
2063,121551.266
2064,129800.2
2065,121274.22
2066,170189.56
2067,121603.78
2068,157326.31
2069,80094.83
2070,101584.875
2071,87632.65
2072,116160.49
2073,145550.94
2074,203504.62
2075,147613.34
2076,119646.63
2077,146238.81
2078,125113.98
2079,128969.47
2080,106390.92
2081,120347.5
2082,148935.66
2083,133061.62
2084,103254.78
2085,110486.1
2086,143776.8
2087,124676.85
2088,103877.48
2089,63208.066
2090,126887.84
2091,131857.38
2092,123186.07
2093,121484.29
2094,136904.73
2095,158406.94
2096,67934.54
2097,77690.125
2098,151539.75
2099,57359.508
2100,110809.05
2101,117799.13
2102,142228.08
2103,96016.766
2104,139653.94
2105,110265.33
2106,83274.45
2107,223687.9
2108,110697.22
2109,111476.38
2110,127318.68
2111,155521.69
2112,106348.11
2113,120762.305
2114,111256.516
2115,143092.94
2116,122243.47
2117,139587.98
2118,111043.52
2119,105664.97
2120,130193.91
2121,85876.2
2122,99431.01
2123,87350.68
2124,177876.47
2125,130540.82
2126,134193.28
2127,153570.22
2128,116957.1
2129,96901.52
2130,144810.3
2131,145558.81
2132,113007.625
2133,122490.53
2134,112357.36
2135,94769.414
2136,65888.81
2137,114699.555
2138,141177.27
2139,153667.67
2140,146959.45
2141,142745.86
2142,127463.9
2143,121512.26
2144,140317.25
2145,143349.05
2146,167387.5
2147,146976.55
2148,129772.234
2149,144961.19
2150,222955.75
2151,125594.15
2152,191572.56
2153,163878.56
2154,105334.84
2155,133671.5
2156,250281.22
2157,227961.64
2158,237144.73
2159,217642.25
2160,181262.22
2161,249055.55
2162,462010.2
2163,367070.9
2164,252336.14
2165,180323.94
2166,155082.05
2167,222180.2
2168,202673.44
2169,203163.61
2170,219588.72
2171,157412.7
2172,135894.25
2173,164501.33
2174,225765.27
2175,321404.53
2176,339170.16
2177,253658.17
2178,218421.0
2179,145295.19
2180,243729.05
2181,193252.92
2182,247844.94
2183,192003.45
2184,122117.01
2185,138348.92
2186,136861.72
2187,153801.94
2188,159017.2
2189,254498.9
2190,77832.77
2191,76256.27
2192,85636.24
2193,122822.04
2194,101050.945
2195,119301.76
2196,119950.08
2197,115002.6
2198,158960.2
2199,179860.7
2200,131706.14
2201,141822.86
2202,200172.98
2203,139964.14
2204,186531.16
2205,96630.41
2206,133483.88
2207,212118.25
2208,255578.5
2209,236370.7
2210,121716.805
2211,115327.336
2212,105900.4
2213,104021.69
2214,121652.41
2215,97744.79
2216,165685.33
2217,110323.29
2218,84839.8
2219,84698.14
2220,86170.92
2221,297659.2
2222,252349.0
2223,298899.03
2224,225467.23
2225,143854.67
2226,198897.11
2227,201883.97
2228,274575.34
2229,245605.78
2230,158617.36
2231,242723.19
2232,181872.06
2233,186096.02
2234,253058.86
2235,223714.1
2236,271399.5
2237,379916.8
2238,212892.94
2239,124355.0
2240,170440.94
2241,157194.95
2242,132349.81
2243,135417.19
2244,116982.516
2245,114969.97
2246,157552.98
2247,110396.2
2248,120693.94
2249,122553.984
2250,145659.98
2251,151393.6
2252,182858.36
2253,148985.08
2254,172478.52
2255,186956.92
2256,185007.94
2257,195146.12
2258,172587.1
2259,170097.08
2260,175346.77
2261,194639.61
2262,212041.48
2263,379502.2
2264,475529.22
2265,195875.16
2266,294395.1
2267,397854.72
2268,386732.9
2269,153070.89
2270,210865.84
2271,221729.6
2272,229214.94
2273,175136.72
2274,165132.31
2275,177511.42
2276,187990.05
2277,188464.94
2278,140226.22
2279,131692.33
2280,137382.44
2281,158990.17
2282,182405.69
2283,104350.78
2284,110363.83
2285,157838.52
2286,112274.99
2287,356907.88
2288,272993.3
2289,385191.84
2290,468578.2
2291,353577.44
2292,422130.94
2293,513875.5
2294,455397.25
2295,464375.47
2296,285237.7
2297,316171.22
2298,336597.38
2299,427352.38
2300,335047.8
2301,286162.75
2302,243076.19
2303,243559.4
2304,239288.06
2305,174684.52
2306,175399.83
2307,178663.3
2308,219333.89
2309,283480.06
2310,206259.4
2311,190995.61
2312,177393.7
2313,175617.73
2314,189431.77
2315,175617.73
2316,174518.42
2317,187375.08
2318,174571.5
2319,180955.1
2320,198160.61
2321,229204.88
2322,175473.5
2323,190287.72
2324,175604.42
2325,209289.5
2326,181440.78
2327,210971.19
2328,229416.78
2329,181422.0
2330,169673.95
2331,408365.47
2332,401052.75
2333,356101.3
2334,261044.44
2335,278942.22
2336,358283.22
2337,211256.69
2338,289240.3
2339,232997.44
2340,423704.25
2341,208804.33
2342,241278.97
2343,225886.97
2344,247307.64
2345,236169.45
2346,218185.73
2347,195802.12
2348,232610.06
2349,166273.16
2350,295999.2
2351,245129.12
2352,263931.75
2353,248115.7
2354,130869.51
2355,156546.11
2356,153769.14
2357,189646.14
2358,197743.64
2359,127865.17
2360,97544.47
2361,129377.97
2362,265140.4
2363,147761.22
2364,179527.83
2365,217952.28
2366,203788.56
2367,217729.78
2368,211939.36
2369,213144.94
2370,163902.64
2371,153726.12
2372,173412.17
2373,269918.12
2374,315161.12
2375,243713.89
2376,307985.6
2377,394305.06
2378,147476.39
2379,185632.86
2380,145319.56
2381,165544.23
2382,205493.62
2383,207118.17
2384,234977.44
2385,168942.0
2386,143831.53
2387,137845.75
2388,110118.86
2389,118497.65
2390,147265.16
2391,140713.4
2392,107513.67
2393,176152.9
2394,141377.06
2395,202373.39
2396,148090.36
2397,225962.03
2398,141359.0
2399,54664.957
2400,55609.402
2401,111861.1
2402,132820.58
2403,143596.25
2404,145760.94
2405,150620.77
2406,146586.92
2407,112213.21
2408,135580.27
2409,122544.08
2410,172076.11
2411,119127.93
2412,171365.52
2413,126471.3
2414,152078.78
2415,134842.89
2416,136368.94
2417,129193.14
2418,119912.695
2419,110079.52
2420,127562.07
2421,156132.38
2422,123353.06
2423,130543.35
2424,161851.72
2425,329880.16
2426,139061.92
2427,136916.83
2428,180969.66
2429,118647.695
2430,134819.19
2431,108497.16
2432,137053.9
2433,138636.25
2434,132969.12
2435,147322.47
2436,101063.6
2437,93838.48
2438,124890.15
2439,110342.46
2440,116110.71
2441,111281.75
2442,105097.07
2443,116025.72
2444,126663.586
2445,67802.83
2446,134262.56
2447,190552.73
2448,140622.75
2449,103795.61
2450,145657.97
2451,125013.28
2452,199085.2
2453,101185.125
2454,144598.19
2455,122225.44
2456,132574.53
2457,118655.29
2458,125378.38
2459,100197.83
2460,122906.56
2461,102600.21
2462,131091.66
2463,115609.36
2464,180328.84
2465,135747.36
2466,109291.99
2467,150179.92
2468,58124.652
2469,54886.895
2470,195350.48
2471,226856.97
2472,160781.16
2473,120394.64
2474,89689.375
2475,231943.12
2476,103560.19
2477,128905.65
2478,159411.22
2479,115984.086
2480,145791.78
2481,127812.05
2482,125956.766
2483,115230.0
2484,110096.54
2485,115995.7
2486,163731.86
2487,198156.88
2488,162918.56
2489,162077.34
2490,153991.66
2491,95091.11
2492,178609.39
2493,154679.14
2494,162067.73
2495,111444.6
2496,246992.45
2497,150712.36
2498,108063.71
2499,110284.14
2500,123415.984
2501,128778.555
2502,163948.14
2503,80170.97
2504,193799.45
2505,230170.1
2506,253652.88
2507,297898.97
2508,254659.81
2509,224213.7
2510,227361.66
2511,179485.8
2512,205857.42
2513,209799.48
2514,238345.48
2515,147044.08
2516,169615.36
2517,146079.44
2518,154596.53
2519,233105.17
2520,214536.03
2521,191404.81
2522,219286.03
2523,144021.95
2524,132178.34
2525,145335.62
2526,127428.91
2527,121549.83
2528,136404.48
2529,132356.08
2530,115539.164
2531,249895.31
2532,233663.88
2533,192287.72
2534,243057.44
2535,335761.66
2536,249942.48
2537,238066.03
2538,189463.83
2539,197800.42
2540,171130.98
2541,194358.02
2542,168495.22
2543,131056.64
2544,116871.125
2545,135050.42
2546,139151.34
2547,132872.42
2548,162987.89
2549,164036.66
2550,276154.4
2551,144349.64
2552,115374.44
2553,66590.805
2554,103364.09
2555,115400.64
2556,102895.62
2557,117959.89
2558,192159.64
2559,122634.336
2560,129814.99
2561,144226.86
2562,115651.92
2563,136730.56
2564,177780.94
2565,137242.08
2566,141330.12
2567,108023.85
2568,191010.16
2569,201001.6
2570,118802.62
2571,186893.45
2572,184102.86
2573,217113.03
2574,290770.53
2575,129582.53
2576,121108.09
2577,153232.64
2578,88592.85
2579,79733.46
2580,136444.42
2581,118952.63
2582,119163.62
2583,258880.7
2584,171688.42
2585,183974.2
2586,226093.88
2587,213669.44
2588,159615.75
2589,151721.52
2590,208989.42
2591,215482.5
2592,207785.92
2593,250151.53
2594,179465.06
2595,213219.58
2596,354131.84
2597,188585.62
2598,278355.75
2599,343850.28
2600,185800.7
2601,149488.47
2602,84196.82
2603,104121.414
2604,92068.12
2605,74056.586
2606,149949.39
2607,189347.2
2608,226721.86
2609,162789.6
2610,107696.375
2611,162711.83
2612,150751.1
2613,144656.16
2614,130861.516
2615,156154.95
2616,141226.4
2617,224304.98
2618,245281.8
2619,228202.19
2620,185854.84
2621,178700.58
2622,182818.77
2623,261673.55
2624,310601.78
2625,356976.9
2626,170193.12
2627,186805.81
2628,446408.7
2629,612834.56
2630,366571.97
2631,446106.28
2632,433114.47
2633,311871.62
2634,422846.06
2635,154520.72
2636,187576.0
2637,182765.45
2638,259029.16
2639,197482.25
2640,154130.94
2641,86005.84
2642,187364.38
2643,96043.086
2644,137252.48
2645,106450.33
2646,93797.26
2647,102692.836
2648,141183.39
2649,139484.72
2650,148575.9
2651,139270.28
2652,451004.34
2653,252163.16
2654,246501.58
2655,394014.3
2656,344590.47
2657,360216.75
2658,312858.38
2659,314515.25
2660,363271.5
2661,371598.25
2662,375312.84
2663,297587.12
2664,271136.88
2665,307139.28
2666,277047.25
2667,170808.95
2668,188218.22
2669,174526.22
2670,298578.56
2671,188218.22
2672,186484.95
2673,199083.69
2674,191297.89
2675,169056.75
2676,192206.28
2677,200295.3
2678,265390.12
2679,284106.5
2680,307413.9
2681,421985.7
2682,341590.47
2683,505865.56
2684,316042.03
2685,358245.1
2686,262251.4
2687,323753.12
2688,228230.02
2689,215412.97
2690,496045.78
2691,176493.23
2692,136017.55
2693,201172.56
2694,145119.72
2695,188005.34
2696,186719.77
2697,177174.4
2698,186286.23
2699,163251.36
2700,148410.58
2701,154388.47
2702,99970.33
2703,141076.27
2704,138479.38
2705,120036.34
2706,119194.07
2707,119987.445
2708,138791.98
2709,107204.95
2710,130234.73
2711,286614.9
2712,386910.4
2713,176659.42
2714,159241.33
2715,159178.02
2716,148191.0
2717,184828.92
2718,219272.17
2719,159163.5
2720,176484.06
2721,134159.64
2722,166675.17
2723,160838.4
2724,130424.68
2725,133347.0
2726,139344.52
2727,188691.0
2728,159613.22
2729,153822.48
2730,147181.05
2731,141118.61
2732,124436.375
2733,159700.56
2734,162914.98
2735,128103.62
2736,140712.02
2737,125356.0
2738,136436.77
2739,167282.6
2740,134795.9
2741,150302.86
2742,145833.48
2743,146610.22
2744,157721.47
2745,146640.75
2746,147502.95
2747,141284.22
2748,110369.484
2749,132431.8
2750,133479.9
2751,140782.31
2752,223605.0
2753,151194.5
2754,287739.72
2755,114142.445
2756,103473.89
2757,77830.24
2758,80399.8
2759,139432.48
2760,122698.83
2761,139684.17
2762,147581.64
2763,204182.08
2764,169731.62
2765,297299.34
2766,153945.16
2767,81427.18
2768,131663.05
2769,122344.97
2770,149351.1
2771,113427.28
2772,110205.625
2773,157340.48
2774,132326.02
2775,110429.49
2776,140903.19
2777,143733.42
2778,118894.445
2779,126585.79
2780,101365.305
2781,94810.445
2782,78693.836
2783,92841.98
2784,120560.35
2785,120876.195
2786,80252.73
2787,124440.08
2788,69960.35
2789,174962.58
2790,84194.64
2791,108607.016
2792,62185.15
2793,183403.92
2794,99702.234
2795,108122.64
2796,109421.41
2797,232951.78
2798,111314.48
2799,107804.86
2800,58441.555
2801,109715.484
2802,136960.22
2803,194629.95
2804,150512.98
2805,98177.41
2806,73026.56
2807,160077.75
2808,153393.17
2809,134816.2
2810,136028.58
2811,143912.11
2812,133511.86
2813,167466.1
2814,173300.0
2815,122592.664
2816,246585.73
2817,150822.67
2818,131889.56
2819,154835.64
2820,139149.23
2821,113101.29
2822,190568.52
2823,408429.72
2824,188357.62
2825,158943.61
2826,130829.36
2827,138899.19
2828,226827.48
2829,192030.55
2830,237643.66
2831,186859.23
2832,246712.75
2833,296186.88
2834,207850.5
2835,218087.02
2836,193223.0
2837,173111.61
2838,158924.6
2839,186073.33
2840,201957.4
2841,203300.27
2842,228396.2
2843,151412.81
2844,152805.97
2845,114906.77
2846,205120.84
2847,195124.0
2848,231468.31
2849,218030.44
2850,309464.53
2851,234473.53
2852,262369.16
2853,245549.36
2854,145891.5
2855,196778.78
2856,196163.16
2857,193223.0
2858,199393.03
2859,128629.516
2860,120306.984
2861,136487.58
2862,177062.23
2863,133759.83
2864,263937.9
2865,143621.12
2866,156868.84
2867,95910.336
2868,89198.33
2869,118885.47
2870,144233.73
2871,91386.23
2872,46015.973
2873,121472.305
2874,138749.02
2875,119542.62
2876,178732.62
2877,133553.84
2878,174916.7
2879,139316.2
2880,85740.58
2881,145203.89
2882,161356.69
2883,183887.55
2884,203073.19
2885,188591.03
2886,216977.02
2887,99181.78
2888,128573.46
2889,50015.684
2890,76132.11
2891,128208.96
2892,78810.0
2893,103369.29
2894,63076.074
2895,301986.66
2896,279856.2
2897,218725.55
2898,151169.75
2899,229943.11
2900,159288.08
2901,231126.02
2902,196383.2
2903,363338.88
2904,372133.25
2905,130903.234
2906,210995.56
2907,117581.875
2908,137254.75
2909,164854.56
2910,87158.95
2911,82755.15
2912,147517.12
2913,86069.76
2914,73377.08
2915,81171.24
2916,82238.44
2917,182241.8
2918,124627.73
2919,246028.17
